asset_id,view,resolution,condition,clean_to_perturbed_chamfer
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,256,occlusion_15,0.047571018701635354
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,256,occlusion_15,0.049564645217661255
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,256,occlusion_30,0.05072302110402044
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,256,occlusion_30,0.0877812220231564
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,256,occlusion_30,0.0369420834257332
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,256,occlusion_30,0.08606074248606181
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,256,occlusion_30,0.06541990664311857
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,256,occlusion_30,0.0552967028499211
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,256,occlusion_30,0.06404483754702041
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,256,occlusion_30,0.06399166936131075
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,256,occlusion_30,0.04965541528702257
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,256,occlusion_30,0.0835833387390784
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,256,occlusion_30,0.051227547733303624
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,256,occlusion_30,0.08469098987690504
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,256,occlusion_30,0.04957711637246372
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,256,occlusion_30,0.048408529496790975
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,256,occlusion_30,0.044766971391345195
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,256,occlusion_30,0.04815702602720781
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,320,blur_low,0.05277327961253524
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,320,blur_low,0.08369456776863624
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,320,blur_low,0.0513635092199658
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,320,blur_low,0.06558875404512085
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,320,blur_low,0.05614057794057565
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,320,blur_low,0.047063916076569665
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,320,blur_low,0.04160412106695859
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,320,blur_low,0.032658775659555106
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,320,blur_low,0.06715059086864145
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,320,blur_low,0.04325664401003299
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,320,blur_low,0.05125690458630787
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,320,blur_low,0.030388546983077348
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,320,blur_low,0.05304329959716813
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,320,blur_low,0.022287824808453927
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,320,blur_low,0.02531499218643824
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,320,blur_low,0.03202886298520401
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,320,blur_high,0.0512981490430227
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,320,blur_high,0.0812092424640277
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,320,blur_high,0.06430683878580228
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,320,blur_high,0.06932166686899698
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,320,blur_high,0.07620240285894636
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,320,blur_high,0.06925331196055526
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,320,blur_high,0.06955376003702338
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,320,blur_high,0.07093344842283039
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,320,blur_high,0.06637172155379023
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,320,blur_high,0.06270087533310403
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,320,blur_high,0.0471773500460446
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,320,blur_high,0.06258048324268685
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,320,blur_high,0.07483981838660256
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,320,blur_high,0.06765836272421624
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,320,blur_high,0.07164821865462284
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,320,blur_high,0.060485472810731
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,320,jpeg_70,0.045977015538724665
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,320,jpeg_70,0.030631792439529758
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,320,jpeg_70,0.011177393747970544
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,320,jpeg_70,0.02915444152837384
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,320,jpeg_70,0.029570830224703547
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,320,jpeg_70,0.018751153831333744
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,320,jpeg_70,0.012919805226442475
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,320,jpeg_70,0.013124708975706337
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,320,jpeg_70,0.04573512650641387
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,320,jpeg_70,0.016063769173321814
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,320,jpeg_70,0.0377734219855797
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,320,jpeg_70,0.02131305025502442
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,320,jpeg_70,0.015552759255456565
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,320,jpeg_70,0.010507999757125703
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,320,jpeg_70,0.010485758174216417
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,320,jpeg_70,0.009607410990630012
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,320,jpeg_35,0.01565895932491308
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,320,jpeg_35,0.04332115846982303
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,320,jpeg_35,0.014305920400281762
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,320,jpeg_35,0.05173899990098484
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,320,jpeg_35,0.0466514476338362
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,320,jpeg_35,0.028953024549591592
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,320,jpeg_35,0.018944909521454206
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,320,jpeg_35,0.017897755023389663
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,320,jpeg_35,0.05584588933413103
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,320,jpeg_35,0.019344444192646294
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,320,jpeg_35,0.032950302645861546
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,320,jpeg_35,0.025330455985927397
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,320,jpeg_35,0.02376005106136312
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,320,jpeg_35,0.014452326191399896
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,320,jpeg_35,0.011201933072863123
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,320,jpeg_35,0.010324897421034474
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,320,occlusion_15,0.06736217928908284
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,320,occlusion_15,0.07654061605165857
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,320,occlusion_15,0.03708125760475286
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,320,occlusion_15,0.07877805010135457
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,320,occlusion_15,0.05772665919188802
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,320,occlusion_15,0.048737714155465364
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,320,occlusion_15,0.060997756856427235
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,320,occlusion_15,0.06173281028309642
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,320,occlusion_15,0.03888333767585913
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,320,occlusion_15,0.10780690700812018
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,320,occlusion_15,0.040244231182046133
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,320,occlusion_15,0.11143513346374906
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,320,occlusion_15,0.054421809379844796
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,320,occlusion_15,0.04904485441636228
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,320,occlusion_15,0.04762833895396627
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,320,occlusion_15,0.04926722995425384
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,320,occlusion_30,0.0498045201788247
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,320,occlusion_30,0.08778562370134349
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,320,occlusion_30,0.03711417811281483
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,320,occlusion_30,0.08517662796816888
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,320,occlusion_30,0.0661958564876575
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,320,occlusion_30,0.05559716525619869
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,320,occlusion_30,0.06313390491309809
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,320,occlusion_30,0.06288809422191183
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,320,occlusion_30,0.04883099280502484
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,320,occlusion_30,0.08263301082817487
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,320,occlusion_30,0.051257230288363646
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,320,occlusion_30,0.08329149934313866
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,320,occlusion_30,0.04957812042958324
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,320,occlusion_30,0.04831204569148276
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,320,occlusion_30,0.04440275230011788
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,320,occlusion_30,0.04852443875012034
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,384,blur_low,0.05228425827419564
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,384,blur_low,0.08443406233252433
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,384,blur_low,0.05158823063948598
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,384,blur_low,0.06479581592269618
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,384,blur_low,0.05595934139330014
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,384,blur_low,0.04611901519371636
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,384,blur_low,0.04192897986799148
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,384,blur_low,0.032639209413118375
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,384,blur_low,0.06856770052735979
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,384,blur_low,0.043920409911705656
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,384,blur_low,0.05168539795059672
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,384,blur_low,0.03097838591015973
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,384,blur_low,0.0531512362647132
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,384,blur_low,0.02227663925862461
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,384,blur_low,0.025122393758486905
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,384,blur_low,0.03221674694772303
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,384,blur_high,0.0504344975365658
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,384,blur_high,0.08166890969357066
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,384,blur_high,0.06515153351545548
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,384,blur_high,0.06832927909705877
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,384,blur_high,0.07584345114741096
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,384,blur_high,0.06893224334006459
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,384,blur_high,0.0695438245990645
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,384,blur_high,0.07206046602052245
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,384,blur_high,0.06673721107707357
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,384,blur_high,0.06413154393005255
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,384,blur_high,0.04792001243583868
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,384,blur_high,0.06171981274180568
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,384,blur_high,0.07638810188944364
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,384,blur_high,0.06634531972344566
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,384,blur_high,0.07132174281171783
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,384,blur_high,0.05989734993438209
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,384,jpeg_70,0.045371851865279186
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,384,jpeg_70,0.03080565567977158
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,384,jpeg_70,0.011034989201248385
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,384,jpeg_70,0.028915513703731622
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,384,jpeg_70,0.029573751305362935
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,384,jpeg_70,0.018793598212482266
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,384,jpeg_70,0.012815250617071403
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,384,jpeg_70,0.013296524602563819
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,384,jpeg_70,0.046515516824367414
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,384,jpeg_70,0.015982317830420013
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,384,jpeg_70,0.03832252316798562
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,384,jpeg_70,0.021330826188010674
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,384,jpeg_70,0.015609830945899128
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,384,jpeg_70,0.010443688164002273
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,384,jpeg_70,0.01070971943890276
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,384,jpeg_70,0.009637312492365562
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,384,jpeg_35,0.015632305617772672
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,384,jpeg_35,0.04295192126842917
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,384,jpeg_35,0.014889604282996403
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,384,jpeg_35,0.051454993492758866
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,384,jpeg_35,0.04720107623375037
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,384,jpeg_35,0.028510398768733878
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,384,jpeg_35,0.018838730321620145
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,384,jpeg_35,0.017884098060126308
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,384,jpeg_35,0.056203732305373066
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,384,jpeg_35,0.01947929152664862
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,384,jpeg_35,0.033399288235165074
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,384,jpeg_35,0.02580521266286193
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,384,jpeg_35,0.024182565863959317
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,384,jpeg_35,0.014310175645441563
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,384,jpeg_35,0.011317198999427416
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,384,jpeg_35,0.01032404138776189
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,384,occlusion_15,0.0678062563180871
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,384,occlusion_15,0.07591730955402745
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,384,occlusion_15,0.03733345079179771
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,384,occlusion_15,0.07686701986094586
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,384,occlusion_15,0.05860455663806231
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,384,occlusion_15,0.04859327332039979
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,384,occlusion_15,0.062271696617220956
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,384,occlusion_15,0.06281838230645256
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,384,occlusion_15,0.03964975132973844
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,384,occlusion_15,0.10708259393452915
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,384,occlusion_15,0.04076545613551695
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,384,occlusion_15,0.11171871687038655
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,384,occlusion_15,0.05425225503333761
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,384,occlusion_15,0.04961722734585043
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,384,occlusion_15,0.04731090101170488
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,384,occlusion_15,0.04868045234654379
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,384,occlusion_30,0.051581672310514734
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,384,occlusion_30,0.0873138193614303
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,384,occlusion_30,0.0368331523679725
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,384,occlusion_30,0.08462038676062396
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,384,occlusion_30,0.06604128654075574
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,384,occlusion_30,0.05565288024169867
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,384,occlusion_30,0.06480542379532767
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,384,occlusion_30,0.0640676217723308
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,384,occlusion_30,0.04937848224188837
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,384,occlusion_30,0.08322246947170042
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,384,occlusion_30,0.0514075944718525
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,384,occlusion_30,0.08310790509249813
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,384,occlusion_30,0.049559673102823304
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,384,occlusion_30,0.04827932976652968
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,384,occlusion_30,0.04431818382464107
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,384,occlusion_30,0.0488410968921123
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,448,blur_low,0.052733303116881694
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,448,blur_low,0.08490011415418103
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,448,blur_low,0.05214012260423717
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,448,blur_low,0.06441032017770648
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,448,blur_low,0.05603339082286776
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,448,blur_low,0.04648484285822707
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,448,blur_low,0.04123247696152228
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,448,blur_low,0.032344880430692606
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,448,blur_low,0.06678377237535182
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,448,blur_low,0.04316742496899634
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,448,blur_low,0.05161147454435851
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,448,blur_low,0.030393794483756592
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,448,blur_low,0.05331578554864103
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,448,blur_low,0.022165789820632435
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,448,blur_low,0.024960022481700372
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,448,blur_low,0.03211559641749166
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,448,blur_high,0.05061230783559369
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,448,blur_high,0.08199058359252506
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,448,blur_high,0.06438708895876702
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,448,blur_high,0.06816279468337513
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,448,blur_high,0.07636099900581386
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,448,blur_high,0.06877769565935418
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,448,blur_high,0.068979513582098
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,448,blur_high,0.07182260259095427
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,448,blur_high,0.06637708373885981
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,448,blur_high,0.06394400934935279
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,448,blur_high,0.04781864243766487
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,448,blur_high,0.0618353906378017
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,448,blur_high,0.07582246271356094
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,448,blur_high,0.06673109534564411
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,448,blur_high,0.07165136626391166
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,448,blur_high,0.06080187838402487
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,448,jpeg_70,0.045583295229041886
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,448,jpeg_70,0.030826901157079794
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,448,jpeg_70,0.01134707072555887
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,448,jpeg_70,0.028676028037485313
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,448,jpeg_70,0.029311999184538313
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,448,jpeg_70,0.018718732302296988
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,448,jpeg_70,0.01299563363115636
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,448,jpeg_70,0.013099936101483602
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,448,jpeg_70,0.04617495861524761
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,448,jpeg_70,0.016103711938061746
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,448,jpeg_70,0.037781292972971246
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,448,jpeg_70,0.021153677360166153
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,448,jpeg_70,0.015719097810758004
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,448,jpeg_70,0.010448856267525014
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_180,448,jpeg_70,0.010695069309466978
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_270,448,jpeg_70,0.009616085199343885
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_000,448,jpeg_35,0.015385888582984224
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_090,448,jpeg_35,0.04332785067080556
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_180,448,jpeg_35,0.01486340382201802
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,view_270,448,jpeg_35,0.051247643508573214
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_000,448,jpeg_35,0.046958112951652406
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_090,448,jpeg_35,0.028871831456737593
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_180,448,jpeg_35,0.019130965145981574
SI_451bcb49-01f9-4030-9d89-6f976b64572b,view_270,448,jpeg_35,0.01791998997976572
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_000,448,jpeg_35,0.05522408949517092
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_090,448,jpeg_35,0.019338731372184746
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_180,448,jpeg_35,0.03278238077741265
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,view_270,448,jpeg_35,0.02566109544288455
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_000,448,jpeg_35,0.024293648127094305
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,view_090,448,jpeg_35,0.014341757078115556
