asset_id,view_pairs,mean_pairwise_chamfer,max_pairwise_chamfer
SI_1f1ec6af-193f-4969-9185-dc5dd587239d,6,0.03737542724858784,0.058449287895100205
SI_451bcb49-01f9-4030-9d89-6f976b64572b,6,0.017692737791282002,0.022817897619628283
SI_b1a04b98-c12f-4123-8093-af32c20ce5f3,6,0.03319355745240917,0.03978656080875863
SI_fc2bca6b-1f44-4d2c-a1b9-713a33ee0596,6,0.014344557497766364,0.019364255126966275
